"id","pid","extype","orig_phrase","sub_phrase","effect"
"3615","5ab15ab4c42b630001cd36fb","3","Will call later to explain.","Will call later to explain.","1"
"3616","615200d54efc832849db2259","2","Producers reacting to price management.","Producers reacting to price management.","1"
"3617","615200d54efc832849db2259","2","I'll presume it is dead until I hear otherwise.","I'll presume it's dead until I hear otherwise.","1"
"3618","615200d54efc832849db2259","2","Maybe Michael will go to Quil tomorrow.","Maybe Michael will go to Quil tomorrow.","1"
"3619","615200d54efc832849db2259","2","Thanks - that's what I was hoping it was.","Thanks- that's what I was hoping it was.","1"
"3620","615200d54efc832849db2259","2","What Enron entity owns the EOTT GP?","What Enron entity owns the EOTT GP?","1"
"3621","615200d54efc832849db2259","2","AIG has agreed capital call not due until Monday.","AIG has agreed capital call not due until Monday.","1"
"3622","615200d54efc832849db2259","2","FYI I saw Ken Caminiti at Animal Kingdom yesterday!","FYI I saw Ken Caminiti at Animal Kingdom yesterday!","1"
"3623","615200d54efc832849db2259","2","I didn't think we had.","I didn't think we had.","1"
"3624","615200d54efc832849db2259","2","Or if he comes down I-10N then?","Or if he comes down I-10N then?","1"
"3625","615200d54efc832849db2259","2","I'll give you my handwritten notes.","I'll give you my handwritten notes.","1"
"3626","615200d54efc832849db2259","2","Meeting with Alaska Governor Tony Knowles on November 30th.","Meeting with Alaska Governor Tony Knowles on November 30th.","1"
"3627","615200d54efc832849db2259","2","Lisa Mellencamp on any issues regarding pending litigation.","Lisa Mellencamp on any issue regarding pending litigation.","1"
"3628","615200d54efc832849db2259","2","Danny I recommended on Monday we cancel it.","Danny I recommended on Monday we cancel it.","1"
"3629","615200d54efc832849db2259","2","9:00 AM every second Saturday with Michelle.","9:00 AM every second Saturday with Michelle","1"
"3630","615200d54efc832849db2259","2","Chase back office and their restart plan updates individually.","Chase back office and their restart plan individually.","1"
"3631","5ab15ab4c42b630001cd36fb","1","Can you help get this cleared up?","Can you help get this cleared up?","1"
"3632","5ab15ab4c42b630001cd36fb","1","We don't seem to have any positive income there.","We don't seem to have any positive income here.","1"
"3633","5ab15ab4c42b630001cd36fb","1","Do you still need me to sign something?","Do you still need me to sign something?","1"
"3634","5ab15ab4c42b630001cd36fb","1","I hope you are feeling better.","I hope you are feeling better.","1"
"3635","5ab15ab4c42b630001cd36fb","1","If so what was it?","If so what was it?","1"
"3636","5ab15ab4c42b630001cd36fb","1","Do we have anyone in Portland?","Do we have anyone in Portland?","1"
"3637","5ab15ab4c42b630001cd36fb","1","Did you talk to Ava this morning?","Did you talk to Ava this morning?","1"
"3638","5ab15ab4c42b630001cd36fb","1","Hopefully this can wait until Monday.","Hopefully this can wait until Monday.","1"
"3639","5ab15ab4c42b630001cd36fb","1","Thursday works better for me.","Thursday works better for me.","1"
"3640","5ab15ab4c42b630001cd36fb","1","I've never worked with her.","I've never worked with her.","1"
"3641","5ab15ab4c42b630001cd36fb","1","I changed that in one prior draft.","I changed that in one prior draft.","1"
"3642","5ab15ab4c42b630001cd36fb","1","We can have wine and catch up.","We can have wine and catch up.","1"
"3643","5ab15ab4c42b630001cd36fb","1","Have I mentioned how much I love Houston traffic?","Have I mentioned how much I love Houston traffic?","1"
"3644","5ab15ab4c42b630001cd36fb","1","It's not looking too good is it?","It's not looking too good is it?","1"
"3645","5ab15ab4c42b630001cd36fb","1","I am not concerned with the Brown money.","I am not concerned with the Brown money.","1"
"3661","5e8e38da572c650e2ede51c9","6","He is at 281 350 8441.","He is at 280 535 8441","1"
"3662","5e8e38da572c650e2ede51c9","6","Shelley (making good use of my jury duty time)","Shelley (making good of my jury duty time)","1"
"3663","5e8e38da572c650e2ede51c9","6","Here's my work email (kay.mann@enron.com).","Here's my work email (kay.mann@enron.com)","1"
"3664","5e8e38da572c650e2ede51c9","6","I don't know that I will be back Monday.","I don't know that I will be back on Monday.","1"
"3665","5e8e38da572c650e2ede51c9","6","Here's the talking points for ANNGTC.","Here's talking points for ANNTGC.","1"
"3666","5e8e38da572c650e2ede51c9","6","Who should I contact regarding severance?","Who should I contact regarding severance?","1"
"3667","5e8e38da572c650e2ede51c9","6","If not, I can try information in Omaha.","If not, I can try information in Ohama.","1"
"3668","5e8e38da572c650e2ede51c9","6","I'll give you my handwritten notes.","I will give you handwritten notes.","1"
"3669","5e8e38da572c650e2ede51c9","6","If this has already been covered, then I apologize.","If this alrealdy being covered, then I apologize.","1"
"3670","5e8e38da572c650e2ede51c9","6","9:00 AM every second Saturday with Michelle.","9:00 AM every second Saturday with Michelle.","1"
"3671","5e8e38da572c650e2ede51c9","6","We sold the UK business to AEP.","We sold the UK business to AEK.","1"
"3672","5e8e38da572c650e2ede51c9","6","Danny I recommended on Monday we cancel it.","Danny I recommended on Monday, we can canl it.","1"
"3673","5e8e38da572c650e2ede51c9","6","Meeting with Alaska Governor Tony Knowles on November 30th.","Meeting with Alaska Gornor Tony Knowles November 30th","1"
"3674","5e8e38da572c650e2ede51c9","6","She was leaving Omaha for Houston at 4:00.","She was leaving Ohama for Houston at 4:00.","1"
"3675","5e8e38da572c650e2ede51c9","6","If possible, I'd like to get Amy's opinion.","If possible, I would like to hear Amy's opinion.","1"
"3721","5bb2a0148f3bd70001e5633f","6","We sold the UK business to AEP.","We sold three UK business to DP","1"
"3722","5bb2a0148f3bd70001e5633f","6","Danny I recommended on Monday we cancel it.","Denny I recommended on Monday deny it","1"
"3723","5bb2a0148f3bd70001e5633f","6","9:00 AM every second Saturday with Michelle.","9:00 AM every second Saturday with Michelle","1"
"3724","5bb2a0148f3bd70001e5633f","6","I'll see you Thursday October 25.","I'll see you Sunday October 25","1"
"3725","5bb2a0148f3bd70001e5633f","6","We haven't sold the US business as yet.","we haven't sold the US business at all","1"
"3726","5bb2a0148f3bd70001e5633f","6","Chase back office and their restart plan updates individually.","chase back office and they restart the office today","1"
"3727","5bb2a0148f3bd70001e5633f","6","That's not the behavior that I was looking for.","Tthat's not the behaviour that I looking for","1"
"3728","5bb2a0148f3bd70001e5633f","6","FYI I saw Ken Caminiti at Animal Kingdom yesterday!","FYI I saw Ken Caminity at Animal Kingdom today","1"
"3729","5bb2a0148f3bd70001e5633f","6","Who should I contact regarding severance?","Who I could contact regarding severance?","1"
"3730","5bb2a0148f3bd70001e5633f","6","If possible, I'd like to get Amy's opinion.","If possible, If'd like to get Amy opinion","1"
"3731","5bb2a0148f3bd70001e5633f","6","I guess that's additive to my stretch?","I guess that's additive to my stretch?","1"
"3732","5bb2a0148f3bd70001e5633f","6","I saw your 5:30 AM message!","I saw your 5:30 AM message!","1"
"3733","5bb2a0148f3bd70001e5633f","6","He is at 281 350 8441.","He is at 281 350 2441","1"
"3734","5bb2a0148f3bd70001e5633f","6","Meeting with Alaska Governor Tony Knowles on November 30th.","Meeting with Alaska Governor Tony Knowles at November 30th","1"
"3735","5bb2a0148f3bd70001e5633f","6","She was leaving Omaha for Houston at 4:00.","She was leaving Alaska for Houston at 4:00 pm","1"
"3751","5bb2a0148f3bd70001e5633f","1","We can have wine and catch up.","we can have wine and cath up","1"
"3752","5bb2a0148f3bd70001e5633f","1","Don't they have some conflicts here?","Don't they have some conflicts here?","1"
"3753","5bb2a0148f3bd70001e5633f","1","I've never worked with her.","I've never worked with her","1"
"3754","5bb2a0148f3bd70001e5633f","1","We need to talk about this month.","We need to talk about this month.","1"
"3755","5bb2a0148f3bd70001e5633f","1","I changed that in one prior draft.","I changed that in one prior one.","1"
"3756","5bb2a0148f3bd70001e5633f","1","I'm glad you liked it.","I'm glad to like it.","1"
"3757","5bb2a0148f3bd70001e5633f","1","I have a high level in my office.","i hace a high level in my office.","1"
"3758","5bb2a0148f3bd70001e5633f","1","What is in the plan?","What is in the plan?","1"
"3759","5bb2a0148f3bd70001e5633f","1","Mike, are you aware of this?","Mine, are you aware of this?","1"
"3760","5bb2a0148f3bd70001e5633f","1","If so what was it?","If so what was it?","1"
"3761","5bb2a0148f3bd70001e5633f","1","I am not concerned with the Brown money.","I am not concerned with the brown money.","1"
"3762","5bb2a0148f3bd70001e5633f","1","Did you talk to Ava this morning?","Did you talk to Ava this morning?","1"
"3763","5bb2a0148f3bd70001e5633f","1","If we don't get it, could be trouble.","If we don't get it, could be trouble.","1"
"3764","5bb2a0148f3bd70001e5633f","1","I am now officially a Blackberry addict.","I am now officially a Blackberry addict.","1"
"3765","5bb2a0148f3bd70001e5633f","1","If not can I call you?","If not can I call you?","1"
"3796","5bb2a0148f3bd70001e5633f","4","Coal switching to NG and power guys stimulating demand.","Coal switching to NG and power guys stimulating research.","1"
"3797","5bb2a0148f3bd70001e5633f","4","Man I don't want to get sick again.","Man I don't want to get stick again ","1"
"3798","5bb2a0148f3bd70001e5633f","4","Let me know where you might be.","Let me now where you might be.","1"
"3799","5bb2a0148f3bd70001e5633f","4","We're planning to go to West Virginia for Christmas.","We are planning to go to West Virginia for Christmas.","1"
"3800","5bb2a0148f3bd70001e5633f","4","And how would I be going for work?","And how I would be going for work?","1"
"3801","5bb2a0148f3bd70001e5633f","4","Producers reacting to price management.","Producers reacting to price managements.","1"
"3802","5bb2a0148f3bd70001e5633f","4","If not, I can try information in Omaha.","If not, I can try information in Omaha.","1"
"3803","5bb2a0148f3bd70001e5633f","4","Who should I contact regarding severance?","Who sould I contact regarding severance.","1"
"3804","5bb2a0148f3bd70001e5633f","4","I also just received my Blackberry, cool.","I also just received my BlackBerry, cool.","1"
"3805","5bb2a0148f3bd70001e5633f","4","Danny I recommended on Monday we cancel it.","Danny I recommended on Monday we cancel it.","1"
"3806","5bb2a0148f3bd70001e5633f","4","If so he probably will have to pay back.","If so he probably have to pay back.","1"
"3807","5bb2a0148f3bd70001e5633f","4","The meteor shower was incredible last night.","The meteor showing was incredible last night.","1"
"3808","5bb2a0148f3bd70001e5633f","4","We haven't sold the US business as yet.","We haven't sold the US business as yet.","1"
"3809","5bb2a0148f3bd70001e5633f","4","Any interest in chatting about a job at UBS?","Any interest in chatting about UBS job?","1"
"3810","5bb2a0148f3bd70001e5633f","4","I'll see you Thursday October 25.","I'll see you Thursday October 25th.","1"
"3826","5bb2a0148f3bd70001e5633f","3","If not can I call you?","If not can I call you?","1"
"3827","5bb2a0148f3bd70001e5633f","3","We just pulled schedules from the web.","We just pulled schedules form the web.","1"
"3828","5bb2a0148f3bd70001e5633f","3","I'm working on a liquidity forecast.","I am working on a liquidity forecast.","1"
"3829","5bb2a0148f3bd70001e5633f","3","I have an AM doctor's appointment.","I have an AM doctor's appointment.","1"
"3830","5bb2a0148f3bd70001e5633f","3","I won't be home until 6.","I won't be home until 6.","1"
"3831","5bb2a0148f3bd70001e5633f","3","She has a web address.","She has a web address.","1"
"3832","5bb2a0148f3bd70001e5633f","3","Yes I am here actually.","Yes I am here actually.","1"
"3833","5bb2a0148f3bd70001e5633f","3","Are you going to call?","Are you going to call?","1"
"3834","5bb2a0148f3bd70001e5633f","3","I'm on my way back there to do so.","I'll am on my way back there to do soon.","1"
"3835","5bb2a0148f3bd70001e5633f","3","I'm waiting until she comes home.","I'm waiting until she comes soon.","1"
"3836","5bb2a0148f3bd70001e5633f","3","Thursday works better for me.","Thursday works better for me.","1"
"3837","5bb2a0148f3bd70001e5633f","3","How can we get these answers?","How can we get these answers?","1"
"3838","5bb2a0148f3bd70001e5633f","3","I'm fully recovered and back on pace.","I'm fully recovered and getting on pace full.","1"
"3839","5bb2a0148f3bd70001e5633f","3","Would you mind doing the following?","Would you mean doing the following?","1"
"3840","5bb2a0148f3bd70001e5633f","3","Do we have New York sorted out?","Do you have New York sorted out?","1"
"3841","5bb2a0148f3bd70001e5633f","2","I saw your 5:30 AM message!","I saw your 5:30 AM message!","1"
"3842","5bb2a0148f3bd70001e5633f","2","The SoCal meeting was very beneficial.","The SoCall meeting was very beneficial!","1"
"3843","5bb2a0148f3bd70001e5633f","2","Chase back office and their restart plan updates individually.","Chase back office and they restart plan updates individually.","1"
"3844","5bb2a0148f3bd70001e5633f","2","The filing concerns various scheduling and balancing rules.","The filling concerns various scheduling and balancing rules.","1"
"3845","5bb2a0148f3bd70001e5633f","2","Shelley (making good use of my jury duty time)","Shelley (making good use of my jury duty time)","1"
"3846","5bb2a0148f3bd70001e5633f","2","She was leaving Omaha for Houston at 4:00.","She was leaving Omaha for Houston at 4:09 PM.","1"
"3847","5bb2a0148f3bd70001e5633f","2","I'll presume it is dead until I hear otherwise.","I presume it is dead until I heard otherwise.","1"
